,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
2121,25,54,255,191,48,False
2122,13,21,38,26,5,False
2123,12,46,81,73,7,False
2124,17,22,58,38,11,False
2125,14,12,36,16,5,False
2126,8,4,13,8,3,False
2127,23,57,284,195,29,False
2128,15,31,97,69,7,False
2129,13,6,42,13,7,False
2130,27,48,257,158,22,False
2131,0,0,0,0,23,False
2132,8,36,68,57,5,False
2133,20,34,147,79,31,False
2134,18,49,255,230,51,False
2135,24,65,457,270,35,False
2136,16,13,52,28,5,False
2137,3,1,3,1,1,False
2138,15,14,123,89,11,False
2139,15,24,78,60,9,False
2140,2,0,2,0,1,False
2141,22,47,154,108,23,False
2142,22,59,204,147,37,False
2143,7,4,9,8,3,False
2144,0,0,0,0,15,False
2145,32,37,254,159,57,False
2146,0,0,0,0,1,False
2147,11,7,30,13,1,False
2148,28,127,367,306,43,False
2149,7,6,15,10,1,False
2150,15,18,62,38,13,False
2151,4,3,4,3,1,False
2152,10,5,15,8,1,False
2153,12,12,43,22,1,False
2154,12,14,53,37,3,False
2155,23,53,169,136,43,False
2156,17,16,83,55,31,False
2157,19,21,100,88,25,False
2158,21,19,82,39,7,False
2159,15,16,71,55,13,False
2160,10,6,15,11,5,False
2161,18,21,73,52,27,False
2162,0,0,0,0,1,False
2163,15,23,76,50,9,False
2164,15,17,85,47,11,False
2165,27,17,69,33,7,False
2166,20,32,371,177,17,False
2167,9,11,29,19,7,False
2168,7,6,11,6,5,False
2169,13,12,29,16,9,False
2170,25,29,329,260,79,False
2171,8,3,8,3,1,False
2172,28,125,555,393,83,False
2173,29,118,459,313,71,False
2174,0,0,0,0,21,False
2175,6,13,33,19,13,False
2176,9,42,101,96,5,False
2177,8,30,66,63,1,False
2178,18,36,188,139,19,False
2179,12,42,69,62,5,False
2180,14,75,211,193,3,False
2181,12,35,66,60,5,False
2182,12,32,56,50,5,False
2183,0,0,0,0,11,False
2184,15,36,92,75,5,False
2185,0,0,0,0,5,False
2186,0,0,0,0,11,False
2187,0,0,0,0,15,False
2188,14,22,87,81,7,False
2189,16,13,44,36,17,False
2190,25,11,63,34,17,False
2191,11,7,25,13,11,False
2192,10,26,39,32,5,False
2193,0,0,0,0,15,False
2194,7,13,21,18,3,False
2195,15,19,52,34,9,False
2196,24,21,161,91,13,False
2197,27,35,181,106,47,False
2198,15,13,41,30,7,False
2199,14,10,187,104,11,False
2200,20,17,286,171,45,False
2201,13,8,229,138,67,False
2202,14,9,35,22,11,False
2203,13,7,78,42,17,False
2204,9,11,24,24,7,False
2205,15,9,107,32,22,False
2206,13,7,24,11,3,False
2207,13,8,22,12,9,False
2208,0,0,0,0,3,False
2209,0,0,0,0,15,False
2210,0,0,0,0,65,False
2211,6,2,6,2,1,False
2212,0,0,0,0,23,False
2213,13,11,21,15,5,False
2214,10,28,133,61,65,False
2216,12,6,17,10,1,False
2217,15,10,32,20,3,False
2218,15,9,32,15,3,False
2219,10,6,16,10,5,False
2220,9,19,36,32,3,False
2221,15,25,86,54,13,False
2222,10,7,22,14,1,False
2223,10,11,46,36,7,False
2224,15,85,423,253,3,False
2225,5,2,5,2,1,False
2226,21,70,435,321,49,False
2227,11,7,18,15,7,False
2228,7,4,15,9,1,False
2229,6,5,10,7,1,False
2230,0,0,0,0,7,False
2233,15,12,37,28,7,False
2234,7,12,16,14,3,False
2235,11,10,20,17,3,False
2236,4,7,8,8,1,False
2237,9,16,33,25,5,False
2238,8,35,80,74,3,False
2239,21,74,422,280,119,False
2240,12,19,36,23,3,False
2241,19,59,382,250,107,False
2242,15,24,48,37,7,False
2243,5,6,9,7,1,False
2244,0,0,0,0,5,False
2245,0,0,0,0,3,False
2246,0,0,0,0,9,False
2247,21,20,66,33,7,False
2248,17,9,73,33,15,False
2249,7,7,11,8,3,False
2250,0,0,0,0,25,False
2251,4,2,6,2,1,False
2252,6,7,14,7,1,False
2253,15,15,57,39,9,False
2254,19,22,146,88,51,False
2255,13,17,37,27,9,False
2256,0,0,0,0,1,False
2257,18,19,58,29,9,False
2258,18,11,47,19,7,False
2259,0,0,0,0,15,False
2260,13,8,34,23,3,False
2261,28,52,209,139,75,False
2262,15,26,59,45,11,False
2263,14,8,27,14,3,False
2264,13,10,35,26,7,False
2265,15,16,45,27,9,False
2266,10,8,16,14,5,False
2267,13,33,297,224,13,False
2268,18,32,98,61,10,False
2269,17,14,38,30,9,False
2270,15,17,62,32,3,False
2271,30,94,553,332,12,False
2272,9,9,21,15,4,False
2273,22,22,124,80,29,False
2274,8,6,11,7,3,False
2275,14,10,41,27,9,False
2276,14,24,78,69,5,False
2277,5,4,7,4,1,False
2278,8,7,9,7,3,False
2280,4,5,6,5,1,False
2281,0,0,0,0,3,False
2282,0,0,0,0,3,False
2285,0,0,0,0,3,False
2286,0,0,0,0,3,False
2289,19,14,65,37,13,False
2290,17,14,50,30,9,False
2292,18,15,47,34,11,False
2294,18,12,53,27,9,False
2295,15,15,46,31,11,False
2296,18,18,68,60,17,False
2297,18,17,57,50,13,False
2298,18,18,58,51,13,False
2299,16,17,55,39,17,False
2300,10,4,13,5,3,False
2301,10,7,14,10,5,False
2302,10,9,18,14,7,False
2303,11,10,28,15,5,False
2304,17,15,117,73,29,False
2305,13,14,42,26,11,False
2306,6,12,19,16,1,False
2307,3,1,3,1,1,False
2309,18,16,93,40,11,False
2310,6,5,8,5,1,False
2311,9,4,13,5,3,False
2313,16,30,60,48,25,False
2314,15,18,55,34,13,False
2315,9,4,13,5,3,False
2318,0,0,0,0,13,False
2320,11,6,15,7,5,False
2321,10,3,15,3,1,False
2322,9,3,14,3,1,False
2323,0,0,0,0,5,False
2324,9,7,15,10,5,False
2325,9,3,13,3,1,False
2326,0,0,0,0,1,False
2327,11,14,30,27,3,False
2328,7,8,17,10,3,False
2329,8,4,10,5,3,False
2330,0,0,0,0,13,False
2332,7,14,23,19,1,False
2333,13,13,43,23,9,False
2334,15,14,82,45,5,False
2335,11,6,36,17,3,False
2336,17,24,81,51,15,False
2337,8,9,20,12,5,False
2338,22,22,140,75,31,False
2339,17,22,95,56,13,False
2340,6,9,11,9,1,False
2341,16,22,75,49,9,False
2342,14,17,42,33,13,False
2343,6,3,6,3,1,False
2344,19,27,124,80,15,False
2345,17,20,52,39,7,False
2346,11,10,23,14,3,False
2347,4,7,8,8,1,False
2348,12,12,36,19,5,False
2349,16,20,80,44,11,False
2350,8,5,10,5,1,False
2351,20,23,190,111,25,False
2352,14,12,36,26,11,False
2353,11,22,44,36,7,False
2354,7,6,13,7,3,False
2355,3,2,5,2,1,False
2356,20,32,92,77,15,False
2357,7,5,9,5,3,False
2358,6,6,9,6,1,False
2359,9,12,36,19,11,False
2360,10,11,36,24,9,False
2362,10,7,21,13,5,False
2363,4,2,4,2,1,False
2365,6,3,7,3,1,False
2366,6,5,9,5,1,False
2371,7,6,11,6,3,False
2373,6,3,7,3,1,False
2375,18,35,198,166,29,False
2376,0,0,0,0,3,False
2377,14,23,58,48,7,False
2378,0,0,0,0,1,False
2379,0,0,0,0,1,False
2380,13,16,37,29,3,False
2381,19,35,86,66,13,False
2382,14,17,34,22,3,False
2383,9,11,17,13,3,False
2384,12,12,38,24,5,False
2385,12,11,32,21,3,False
2386,8,16,35,29,3,False
2387,11,6,14,7,5,False
2388,0,0,0,0,21,False
2389,0,0,0,0,35,False
2390,0,0,0,0,13,False
2391,0,0,0,0,19,False
2392,20,17,70,47,11,False
2393,12,16,51,39,5,False
2394,13,12,39,23,3,False
2395,13,12,38,23,3,False
2396,0,0,0,0,3,False
2397,0,0,0,0,25,False
2398,21,47,365,256,61,False
2399,11,12,42,22,4,False
2401,25,27,114,63,16,False
2402,19,25,85,48,5,False
2403,14,23,73,45,3,False
2404,14,12,58,35,7,False
2405,10,4,21,14,7,False
2406,23,23,113,80,19,False
2407,17,15,63,45,9,False
2408,16,11,42,34,11,False
2409,8,6,13,10,5,False
2411,17,18,63,42,11,False
2412,16,26,103,55,5,False
2413,11,11,35,19,1,False
2414,24,63,381,206,35,False
2415,13,23,81,50,3,False
2416,7,24,34,34,1,False
2417,15,12,27,16,3,False
2418,5,2,6,3,1,False
2419,9,11,20,14,3,False
2420,14,13,64,35,5,False
2421,8,6,15,8,3,False
2422,20,25,64,49,15,False
2423,10,4,16,6,3,False
2424,17,14,47,32,7,False
2425,19,67,120,95,11,False
2426,21,49,133,106,17,False
2427,14,11,34,21,3,False
2428,15,16,100,55,5,False
2429,12,19,41,29,5,False
2430,13,30,196,169,17,False
2431,16,16,64,38,7,False
2432,13,10,25,14,5,False
2433,34,60,280,195,24,False
2434,0,0,0,0,3,False
2435,14,23,81,50,3,False
2436,13,25,91,53,5,False
2437,15,12,61,37,9,False
2438,8,11,71,40,1,False
2439,10,12,36,25,5,False
2440,0,0,0,0,11,False
2441,10,11,20,14,3,False
2443,15,9,52,22,7,False
2444,13,8,25,15,7,False
2445,10,8,20,12,3,False
2446,17,33,114,70,7,False
2447,0,0,0,0,11,False
2448,0,0,0,0,5,False
2449,0,0,0,0,5,False
2450,9,13,43,30,5,False
2451,8,9,23,14,5,False
2452,14,18,61,34,3,False
2453,9,10,22,15,3,False
2454,13,12,36,21,3,False
2455,10,11,28,18,5,False
2456,0,0,0,0,3,False
2457,16,19,56,42,5,False
2458,0,0,0,0,5,False
2459,21,32,94,76,7,False
2460,16,19,63,41,5,False
2461,19,16,73,50,17,False
2462,14,8,82,33,5,False
2463,10,13,34,21,5,False
2464,20,14,56,41,9,False
2465,10,8,24,16,1,False
2466,0,0,0,0,11,False
2467,28,43,308,215,22,False
2468,0,0,0,0,29,False
2469,12,11,19,16,5,False
2470,12,8,111,66,15,False
2471,21,20,105,54,18,False
2472,17,21,61,44,11,False
2473,24,30,53,42,5,False
2474,5,8,10,8,1,False
2475,3,1,3,1,1,False
2476,24,36,101,78,11,False
2478,11,20,65,51,7,False
2479,11,20,65,51,7,False
2480,11,20,65,51,7,False
2482,16,28,106,73,15,False
2485,15,18,120,72,19,False
2486,6,7,11,7,3,False
2487,0,0,0,0,4,False
2488,11,12,26,16,3,False
2489,17,9,37,19,11,False
2491,8,7,10,10,3,False
2492,17,25,83,48,7,False
2493,16,32,104,67,7,False
2494,16,28,97,60,7,False
2495,9,15,28,24,3,False
2496,0,0,0,0,21,False
2497,11,11,45,19,11,False
2498,0,0,0,0,13,False
2499,15,25,61,51,11,False
2500,15,11,29,21,7,False
2501,4,7,9,8,1,False
2502,13,6,30,10,7,False
2503,11,6,24,8,5,False
2504,14,6,26,10,7,False
2505,14,12,32,24,9,False
2506,7,2,8,3,3,False
2507,13,8,24,12,5,False
2508,20,16,64,38,21,False
2509,25,93,265,210,35,False
2510,6,1,6,1,1,False
2511,0,0,0,0,23,False
2512,6,4,10,4,3,False
2513,7,3,7,3,1,False
2514,0,0,0,0,25,False
2515,0,0,0,0,27,False
2516,0,0,0,0,7,False
2517,9,45,99,89,1,False
2518,13,78,290,240,1,False
2519,22,88,302,242,11,False
2520,12,50,302,233,1,False
2522,15,16,48,27,5,False
2523,6,4,9,4,1,False
2524,18,13,45,24,19,False
2525,21,38,139,96,13,False
2526,15,43,151,116,3,False
2527,8,14,26,22,3,False
2528,19,22,53,29,7,False
2529,21,24,75,47,9,False
2531,19,51,137,112,18,False
2532,12,28,63,53,1,False
2533,24,58,214,168,39,False
2534,7,3,8,4,1,False
2535,4,6,11,10,1,False
2536,4,8,13,11,1,False
2537,9,6,12,7,1,False
2539,9,5,14,5,1,False
2540,0,0,0,0,17,False
2541,9,5,13,9,5,False
2542,10,5,14,9,5,False
2543,7,8,15,14,3,False
2544,7,8,15,14,3,False
2545,6,10,19,18,1,False
2546,15,12,49,28,17,False
2548,15,11,44,25,15,False
2550,15,9,34,19,11,False
2552,15,8,29,16,9,False
2553,12,7,23,13,7,False
2554,20,22,68,45,8,False
2556,7,8,15,14,3,False
2557,20,25,118,72,13,False
2558,20,25,118,72,13,False
2559,10,4,17,9,5,False
2560,0,0,0,0,11,False
2561,0,0,0,0,7,False
2562,11,12,30,18,3,False
2563,12,14,46,26,3,False
2564,11,12,30,18,3,False
2565,14,15,44,26,5,False
2566,14,10,40,20,7,False
2568,18,12,117,59,7,False
2570,15,11,43,25,11,False
2572,9,10,26,16,7,False
2573,9,8,27,8,5,False
2574,12,9,19,14,3,False
2575,12,8,21,15,3,False
2577,11,7,28,18,5,False
2578,16,17,46,35,13,False
2579,11,11,33,27,7,False
2580,8,3,10,3,1,False
2582,11,5,17,9,3,False
2583,14,20,35,25,5,False
2584,0,0,0,0,11,False
2585,5,5,7,5,1,False
2586,17,33,131,81,15,False
2587,13,16,53,27,7,False
2588,13,26,55,42,5,False
2589,22,28,123,83,16,False
2590,0,0,0,0,5,False
2591,14,16,36,25,4,False
2592,14,12,47,22,3,False
2593,10,37,76,74,3,False
2594,18,25,77,67,9,False
2595,15,32,175,89,5,False
2596,15,25,86,66,15,False
2597,16,13,63,34,11,False
2598,8,4,30,18,7,False
2599,11,14,31,25,3,False
2600,12,20,36,32,5,False
2601,0,0,0,0,13,False
2602,0,0,0,0,1,False
2603,4,6,11,10,1,False
2604,26,30,131,91,10,False
2605,0,0,0,0,16,False
2606,22,28,100,65,13,False
2608,3,5,7,6,1,False
2611,0,0,0,0,1,False
2612,3,6,7,6,1,False
2613,12,28,59,43,7,False
2614,9,6,15,7,1,False
2615,5,1,5,1,1,False
2618,19,14,47,30,7,False
2619,9,7,15,9,3,False
2620,8,5,11,6,3,False
2621,6,5,7,6,3,False
2622,17,14,43,29,5,False
2623,17,15,45,31,5,False
2624,17,15,58,32,5,False
2625,16,13,41,27,5,False
2626,7,5,12,7,1,False
2627,9,13,28,23,7,False
2628,12,20,58,39,3,False
2629,20,18,81,52,15,False
2630,21,21,93,61,17,False
2631,20,21,130,65,17,False
2632,21,23,147,85,23,False
2633,18,14,68,43,13,False
2634,13,22,80,56,7,False
2635,11,8,17,10,5,False
2636,12,22,62,43,3,False
2637,22,17,70,43,15,False
2638,17,13,49,26,7,False
2639,23,20,80,50,17,False
2640,22,20,98,51,17,False
2641,23,23,108,61,19,False
2642,19,14,58,35,13,False
2643,10,12,24,16,1,False
2644,12,11,21,17,5,False
2645,19,14,47,30,7,False
2646,16,20,67,53,7,False
2647,4,2,4,2,1,False
2648,11,3,18,6,3,False
2649,7,6,11,10,3,False
2650,10,6,16,10,3,False
2651,25,72,222,180,9,False
2652,17,21,77,50,11,False
2653,15,21,64,42,9,False
2654,14,17,33,25,7,False
2655,15,21,64,42,9,False
2656,16,22,71,45,11,False
2657,26,33,277,180,58,False
2658,10,7,21,16,5,False
2659,16,25,77,51,7,False
2660,15,16,111,68,31,False
2661,27,48,961,304,83,False
2662,27,49,944,305,61,False
2663,14,15,30,26,5,False
2664,29,46,407,276,31,False
2665,13,17,52,36,7,False
2666,24,31,237,168,47,False
2667,17,18,75,47,9,False
2668,0,0,0,0,5,False
2669,0,0,0,0,1,False
2672,13,25,80,64,17,False
2673,9,27,37,34,1,False
2674,14,25,60,49,3,False
2675,15,10,41,23,7,False
2676,13,59,166,133,1,False
2677,12,70,233,189,1,False
2678,13,61,181,146,1,False
2679,15,115,491,394,1,False
2680,6,6,8,6,3,False
2681,16,13,33,22,7,False
2682,16,44,115,94,9,False
2683,11,14,44,28,15,False
2684,6,9,12,10,1,False
2685,16,13,58,32,11,False
2687,8,20,46,40,3,False
2688,11,21,39,31,5,False
2689,11,19,42,34,1,False
2690,8,15,35,31,3,False
2691,8,15,26,23,3,False
2692,18,28,76,65,13,False
2693,8,13,19,14,1,False
2694,6,11,17,15,1,False
2695,9,36,61,55,3,False
2696,6,9,12,10,1,False
2697,4,8,9,8,1,False
2698,17,36,76,60,15,False
2699,16,33,112,73,23,False
2700,8,14,28,23,3,False
2701,7,13,39,29,1,False
2702,7,12,29,21,1,False
2704,11,16,32,22,9,False
2705,12,20,42,32,7,False
2706,13,26,63,54,9,False
2707,4,9,15,14,1,False
2708,13,19,35,26,9,False
2709,14,33,74,57,3,False
2711,19,10,43,19,17,False
2712,13,16,37,27,5,False
2713,21,25,73,45,19,False
2714,6,9,10,11,3,False
2715,3,2,3,2,1,False
2716,8,7,26,18,3,False
2717,16,7,23,15,7,False
2718,20,8,99,52,11,False
2719,16,13,38,30,9,False
2720,6,4,7,7,3,False
2721,9,22,41,41,5,False
2722,7,10,15,10,7,False
2723,22,36,97,78,17,False
2724,0,0,0,0,7,False
2725,0,0,0,0,15,False
2726,28,28,145,96,20,False
2727,9,6,37,18,15,False
2728,12,18,37,33,7,False
2729,13,7,38,28,11,False
2730,9,7,15,14,3,False
2731,11,13,22,19,5,False
2732,6,9,21,28,9,False
2733,8,6,14,12,3,False
2734,10,10,30,15,3,False
2735,18,18,71,53,13,False
2736,21,20,104,58,15,False
2737,10,7,57,22,17,False
2738,16,23,87,65,6,False
2739,6,5,7,5,1,False
2740,17,11,40,23,7,False
2742,9,8,23,10,3,False
2743,17,17,60,39,13,False
2744,22,18,91,47,17,False
2745,7,2,7,3,1,False
2746,0,0,0,0,17,False
2747,12,13,31,19,7,False
2748,10,6,17,11,7,False
2749,18,19,55,40,19,False
2750,0,0,0,0,49,False
2751,17,14,28,22,9,False
2752,10,13,42,36,5,False
2753,7,4,13,7,4,False
2755,5,4,5,4,3,False
2757,16,10,35,22,9,False
2758,19,22,228,142,47,False
2759,10,18,66,62,5,False
2760,22,38,198,141,67,False
2761,0,0,0,0,21,False
2762,0,0,0,0,21,False
2763,13,13,26,19,5,False
2764,10,5,26,10,5,False
2765,11,7,52,38,5,False
2766,12,6,16,11,5,False
2767,17,11,25,17,5,False
2769,7,2,14,5,3,False
2770,18,12,26,18,5,False
2771,7,4,37,29,3,False
2772,5,2,5,2,1,False
2773,5,3,9,6,1,False
2774,10,5,17,8,3,False
2775,3,0,3,0,1,False
2776,12,11,19,15,5,False
2777,13,14,26,20,7,False
2778,12,11,19,15,5,False
2779,13,14,26,20,7,False
2780,6,6,11,7,1,False
2781,8,8,15,9,3,False
2782,13,12,26,18,5,False
2783,14,18,40,28,5,False
2784,8,3,11,5,3,False
2785,18,28,104,51,11,False
2786,21,28,111,56,13,False
2787,20,11,59,24,10,False
2789,14,7,19,14,7,False
2790,5,3,6,3,1,False
2791,5,1,17,4,1,False
2792,11,36,155,99,1,False
2793,11,33,144,95,1,False
2794,7,10,32,19,3,False
2795,11,13,45,24,4,False
2796,7,13,22,17,1,False
2797,8,8,18,13,1,False
2798,5,6,10,7,3,False
2799,12,21,34,30,7,False
2800,13,7,28,15,3,False
2801,0,0,0,0,5,False
2802,16,9,38,22,7,False
2803,22,44,214,140,29,False
2805,11,11,55,32,3,False
2807,12,14,29,26,7,False
2808,14,34,464,406,43,False
2809,20,13,120,62,15,False
2810,0,0,0,0,21,False
2811,10,44,16,53,3,False
2812,4,7,8,8,1,False
2813,12,10,29,21,3,False
2814,0,0,0,0,31,False
2815,7,129,343,340,3,False
2816,4,86,213,212,1,False
2817,4,39,91,90,1,False
2818,4,66,158,157,1,False
2819,7,17,35,30,5,False
2820,3,4,7,4,1,False
2822,14,23,80,52,4,False
2823,17,25,109,70,27,False
2824,24,37,183,134,23,False
2825,20,28,99,57,18,False
2826,11,13,37,28,9,False
2827,4,87,221,220,1,False
2828,4,61,146,145,1,False
2829,11,29,52,48,7,False
2830,8,18,26,26,3,False
2831,0,0,0,0,19,False
2832,21,38,142,122,25,False
2833,11,19,70,58,19,False
2834,13,25,58,53,7,False
2835,6,10,16,14,3,False
2836,11,7,31,15,1,False
2837,0,0,0,0,27,False
2838,0,0,0,0,11,False
2839,17,25,89,67,17,False
2840,12,19,53,41,9,False
2841,17,53,113,109,5,False
2842,21,42,228,165,35,False
2843,10,26,55,48,3,False
2844,0,0,0,0,7,False
2845,0,0,0,0,11,False
2846,13,11,43,29,11,False
2847,6,14,27,23,7,False
2848,0,0,0,0,17,False
2849,25,36,391,227,93,False
2850,17,15,181,117,7,False
2851,23,30,300,178,63,False
2852,6,10,23,19,1,False
2853,21,20,106,63,11,False
2854,4,4,5,4,1,False
2855,23,46,445,298,13,False
2856,21,25,99,67,19,False
2857,11,11,26,18,9,False
2858,9,10,20,16,7,False
2859,14,14,28,24,5,False
2860,25,64,161,123,21,False
2861,16,14,27,24,3,False
2862,0,0,0,0,5,False
2863,11,21,46,40,1,False
2864,16,16,50,32,5,False
2865,8,3,9,4,1,False
2866,0,0,0,0,19,False
2867,0,0,0,0,5,False
2868,13,12,45,25,1,False
2869,8,4,10,6,1,False
2870,0,0,0,0,11,False
2871,29,40,214,173,43,False
2872,21,29,82,60,37,False
2873,11,23,69,41,1,False
2874,6,6,15,8,1,False
2875,5,18,33,25,1,False
2876,10,8,16,11,7,False
2877,13,12,36,18,3,False
2878,8,4,9,6,5,False
2879,18,8,48,31,19,False
2880,18,8,32,22,13,False
2881,4,7,8,7,1,False
2882,15,22,91,50,7,False
2883,11,16,43,31,7,False
2884,12,41,92,82,13,False
2885,5,11,12,12,1,False
2886,12,22,42,28,3,False
2887,4,5,7,6,1,False
2888,4,4,7,4,1,False
2891,5,4,7,4,1,False
2892,12,12,36,18,13,False
2893,9,19,38,31,3,False
2894,8,8,20,13,5,False
2895,14,8,24,12,5,False
2896,13,8,21,12,5,False
2897,13,12,27,19,5,False
2898,11,12,26,19,5,False
2899,19,22,73,44,9,False
2901,11,20,66,62,9,False
2902,12,12,26,19,5,False
2903,0,0,0,0,9,False
2904,0,0,0,0,19,False
2905,0,0,0,0,17,False
2906,0,0,0,0,25,False
2907,0,0,0,0,17,False
2908,8,8,14,10,1,False
2909,14,19,63,35,5,False
2910,2,2,2,2,1,False
2911,8,6,18,8,3,False
2912,8,6,16,7,3,False
2916,8,8,18,12,3,False
2917,3,3,5,3,1,False
2918,11,20,98,63,13,False
2919,5,18,97,80,1,False
2920,22,16,60,29,11,False
2921,6,9,21,15,1,False
2922,8,7,12,11,3,False
2923,17,29,69,57,9,False
2924,20,39,127,110,13,False
2926,7,15,28,23,1,False
2927,13,30,103,77,27,False
2928,11,22,43,35,5,False
2929,11,9,24,19,5,False
2930,5,6,13,12,1,False
2931,11,7,20,13,5,False
2932,23,36,109,94,15,False
2933,3,3,5,4,1,False
2934,3,2,3,2,1,False
2935,13,30,88,55,7,False
2936,23,27,53,41,13,False
2937,23,38,112,101,23,False
2938,9,10,34,19,21,False
2939,0,0,0,0,19,False
2940,0,0,0,0,5,False
2941,17,54,158,141,11,False
2942,0,0,0,0,7,False
2943,18,34,92,79,19,False
2944,18,27,94,70,21,False
2945,10,6,15,11,7,False
2946,23,45,257,191,45,False
2947,12,11,26,21,7,False
2948,20,13,43,27,9,False
2949,14,16,36,24,4,False
2950,13,10,24,17,7,False
2951,15,15,47,38,13,False
2952,15,11,30,24,9,False
2953,26,35,116,79,19,False
2954,14,13,30,24,7,False
2955,15,14,48,33,11,False
2956,9,7,13,9,5,False
2957,9,5,13,6,3,False
2958,7,6,15,7,9,False
2959,23,23,140,80,19,False
2960,9,10,19,10,3,False
2961,16,9,24,14,5,False
2962,13,14,47,31,7,False
2963,40,49,346,226,86,False
2964,13,8,19,14,5,False
2965,15,8,25,15,7,False
2966,17,7,26,16,7,False
2967,18,18,86,51,27,False
2968,5,4,6,4,3,False
2969,11,9,23,14,5,False
2970,16,24,84,62,15,False
2971,10,12,28,19,13,False
2972,19,13,32,20,13,False
2973,16,12,52,31,13,False
2974,17,18,59,33,9,False
2975,12,5,28,12,9,False
2976,16,11,94,36,23,False
2977,21,27,104,65,15,False
2978,10,7,14,8,7,False
2979,12,13,39,35,7,False
2980,23,40,115,93,19,False
2981,0,0,0,0,7,False
2982,10,6,14,12,7,False
2983,9,3,17,5,5,False
2984,23,38,186,149,14,False
2985,12,13,71,41,15,False
2986,13,13,61,38,13,False
2987,7,7,20,9,5,False
2988,16,12,30,20,5,False
2989,11,7,16,12,5,False
2990,18,14,50,29,9,False
2991,9,11,23,20,7,False
2992,18,27,122,78,15,False
2993,20,16,72,36,25,False
2994,12,6,16,8,7,False
2995,20,14,35,20,11,False
2996,9,8,16,13,5,False
2997,17,32,75,62,25,False
2998,16,28,124,112,23,False
2999,12,8,17,10,9,False
3000,12,6,17,8,7,False
3002,5,3,6,3,3,False
3003,21,22,122,67,13,False
3004,10,12,33,28,5,False
3005,12,9,57,37,15,False
3006,14,10,29,17,7,False
3007,20,18,96,66,27,False
3008,9,8,15,15,5,False
3009,28,37,132,91,27,False
3010,22,13,46,30,13,False
3011,16,12,46,25,11,False
3012,11,7,18,11,7,False
3013,17,12,36,29,13,False
3014,16,10,55,36,17,False
3015,23,16,110,61,29,False
3016,7,5,10,5,3,False
3017,9,7,21,16,11,False
3018,23,58,137,112,33,False
3019,8,5,10,6,7,False
3020,0,0,0,0,19,False
3021,0,0,0,0,31,False
3022,6,5,7,5,5,False
3023,15,8,20,10,7,False
3024,5,4,6,4,3,False
3025,16,38,126,109,27,False
3026,17,19,82,51,15,False
3027,13,22,55,45,17,False
3028,21,31,203,102,37,False
3029,0,0,0,0,7,False
3030,15,16,37,28,9,False
3031,14,18,120,74,9,False
3032,23,34,127,79,19,False
3033,0,0,0,0,15,False
3034,20,18,55,42,22,False
3035,0,0,0,0,31,False
3036,14,8,19,10,7,False
3037,14,8,18,10,7,False
3038,8,15,63,39,1,False
3039,12,15,40,36,5,False
3040,13,14,33,29,11,False
3041,5,5,10,5,5,False
3042,0,0,0,0,1,False
3043,12,12,22,17,7,False
3044,0,0,0,0,25,False
3045,29,72,325,254,47,False
3046,9,7,23,13,7,False
3047,0,0,0,0,35,False
3048,9,6,11,11,5,False
3049,13,25,84,59,9,False
3050,11,8,22,13,15,False
3051,14,21,49,33,3,False
3052,14,14,39,26,7,False
3053,20,27,268,141,41,False
3054,14,17,32,29,11,False
3055,17,10,44,25,13,False
3056,11,5,23,14,7,False
3057,10,8,22,16,7,False
3058,18,19,111,56,25,False
3059,9,15,25,22,5,False
3060,12,24,158,138,35,False
3061,8,5,11,8,5,False
3062,13,9,21,12,7,False
3063,17,47,148,113,15,False
3064,19,35,138,85,17,False
3065,18,32,177,141,75,False
3066,0,0,0,0,15,False
3067,20,22,101,73,23,False
3068,19,36,157,109,17,False
3069,16,13,49,27,13,False
3070,19,32,112,76,13,False
3071,13,16,41,24,15,False
3072,14,16,103,91,5,False
3073,15,33,116,108,19,False
3074,11,14,31,23,5,False
3075,14,16,49,32,11,False
3076,13,21,46,33,11,False
3077,8,6,11,10,3,False
3078,15,12,36,20,9,False
3079,6,6,10,8,3,False
3080,7,7,31,18,1,False
3081,14,14,37,25,9,False
3082,19,22,78,62,19,False
3083,6,7,10,7,1,False
3084,17,14,66,31,9,False
3085,14,16,49,45,7,False
3086,10,17,83,56,1,False
3087,22,66,423,228,63,False
3088,9,13,24,22,3,False
3089,14,14,34,22,7,False
3090,18,13,41,21,5,False
3091,11,11,25,18,5,False
3092,20,21,61,39,11,False
3093,8,12,36,27,1,False
3094,3,6,11,10,1,False
3095,12,7,57,36,9,False
3096,8,5,19,12,1,False
3097,8,6,16,10,3,False
3098,0,0,0,0,7,False
3099,13,13,34,20,7,False
3100,8,17,32,32,3,False
3101,12,6,29,14,5,False
3102,10,13,31,28,3,False
3103,11,12,21,18,5,False
3104,14,26,75,69,11,False
3105,0,0,0,0,7,False
3106,14,11,19,15,7,False
3108,3,5,11,5,1,False
3109,14,14,38,26,7,False
3110,8,10,23,24,7,False
3111,10,13,24,19,3,False
3112,12,16,38,33,5,False
3113,7,22,46,37,1,False
3114,16,15,49,36,9,False
3115,5,8,9,8,1,False
3116,0,0,0,0,7,False
3117,0,0,0,0,11,False
3118,0,0,0,0,27,False
3120,11,14,21,18,3,False
3122,8,8,14,11,1,False
3124,11,27,119,118,7,False
